request_id,male,score_A,score_B,edu_level_2,edu_level_3,cash_loan,employee,class
75138,1,0.656158373001177,0.5446510251832719,0,0,1,1,0
192150,1,0.7309873696832169,0.5759461432935643,1,0,1,1,0
135528,0,0.746300213050371,0.2655377203084741,0,1,1,0,0
49436,0,0.5585066276769286,0.4946554632063682,0,1,1,1,0
49048,1,0.2103502286944494,0.0161883929738463,1,0,1,0,0
141764,0,0.3539876078507373,0.0931124142652445,0,1,1,0,0
43748,0,0.6212263380626669,0.1724569334003761,1,0,1,1,1
149471,0,0.2539628093363117,0.4862724925267586,0,1,1,0,0
40814,0,0.6577838002083306,0.6363496232970315,0,1,0,0,0
184784,0,0.5832379256761245,0.6842272120921202,0,1,1,0,0
151212,0,0.5108529061799658,0.6078850328851987,1,0,1,1,0
187037,1,0.3791004853998145,0.5259844751817914,1,0,1,1,0
478,0,0.1841161559307151,0.6160581543165006,1,0,1,1,0
55119,0,0.8482442999507556,0.6607603702689135,1,0,1,0,0
91422,0,0.7801436381572275,0.3765968021858665,1,0,1,0,0
68409,0,0.4525335592581747,0.6648509862154866,0,0,1,0,0
129840,0,0.8193176922872417,0.7330854253413958,1,0,1,0,0
9260,0,0.4489622731076524,0.1175640959290368,1,0,1,1,0
188496,1,0.7862666146611379,0.0277964886451029,1,0,1,0,0
163309,0,0.4418358231994413,0.6681465112923016,0,1,1,0,0
189556,1,0.5902333386185574,0.6682822588958194,0,1,0,0,0
17561,0,0.5388627065779676,0.6104049214709075,1,0,1,0,0
168044,1,0.2707073872651806,0.626123769667239,0,1,1,0,0
19011,1,0.3910549766342248,0.5887472434039228,1,0,1,0,0
105595,0,0.4294236843421945,0.3168069410349795,1,0,1,1,0
188501,0,0.5406544504453575,0.5630638326600123,1,0,1,0,0
166925,0,0.4578995512067301,0.2632411250133655,1,0,1,1,0
178431,0,0.5937175866150576,0.0922591436534576,1,0,1,1,0
30383,1,0.3031463744186309,0.6765189146845423,1,0,1,1,0
102870,0,0.5549467685334323,0.5953175392742954,0,1,1,0,0
45435,0,0.3506958432829587,0.6013926389799314,1,0,1,1,0
186598,1,0.6430255641096323,0.5392009101934327,1,0,1,1,1
116489,1,0.0749592808990468,0.2632538485511991,1,0,1,0,1
51662,0,0.511891801533151,0.2309857940329589,1,0,0,0,0
174466,0,0.2580842039460289,0.2376947704263744,0,1,0,1,0
143721,0,0.2940831009471255,0.2367214160664346,1,0,1,1,0
31011,1,0.3539876078507373,0.4549622614003106,1,0,1,1,1
31920,0,0.3606125659189888,0.57304352314712,0,1,1,0,0
146086,0,0.7076993447402619,0.5152661764381113,0,1,1,1,0
55188,1,0.8581775591924884,0.4644125345203176,1,0,1,1,0
56759,1,0.4135967602644276,0.5654993982357964,1,0,1,1,0
123850,0,0.7366226976503176,0.4508930354802866,1,0,1,1,0
183805,0,0.6940926425266661,0.5732093718804144,1,0,1,1,0
108501,0,0.2807895743848605,0.5904669176238752,0,1,1,1,0
8657,1,0.5549467685334323,0.6071394123427742,1,0,1,1,0
89123,0,0.5513812618027899,0.7026456830273012,1,0,1,1,0
102951,0,0.6023863442690867,0.7503443904468583,0,1,1,1,0
96487,0,0.5849900404894085,0.2591521528649321,1,0,1,1,0
109922,0,0.1852020815902493,0.5013631371599786,1,0,1,0,0
30199,0,0.7091891096653581,0.7254046636250224,1,0,1,1,0
123114,1,0.6446794549585961,0.7674868101877526,1,0,1,0,0
111232,0,0.7981372313187245,0.1631870354642708,1,0,1,0,0
38552,1,0.6769925032909132,0.3420278293317465,1,0,1,0,0
16053,1,0.1819591097862785,0.5413517500298217,0,0,1,1,0
101364,1,0.2512394458905693,0.5203602717604611,0,1,1,1,0
40435,1,0.3656165070113335,0.1953537989258013,1,0,1,1,0
69462,0,0.5406544504453575,0.7264922865774817,0,1,1,0,0
100807,1,0.5442347412142162,0.1790517359784377,1,0,1,1,0
129310,1,0.3689687382528466,0.4643255083886864,1,0,1,1,0
70050,0,0.1206410299309233,0.7728092476412136,0,1,1,1,0
105811,1,0.8027454758994178,0.6239199836331529,1,0,1,1,0
93253,0,0.5884877883422673,0.5748669479949328,1,0,1,0,0
121183,1,0.3893387918468769,0.1497472668936928,1,0,1,1,1
94295,0,0.1437580534911652,0.7398671097180128,1,0,1,0,0
36419,1,0.8128226070575616,0.6797026066555476,0,1,1,1,0
96481,0,0.0005272652387098,0.5024947672220491,1,0,1,1,0
175548,0,0.7992967832109371,0.1261150006623374,1,0,1,1,0
109058,0,0.5549467685334323,0.7744483152306847,1,0,1,0,0
96756,0,0.3108182544189319,0.1567436686975816,0,1,1,0,0
162169,0,0.656158373001177,0.581687614979864,0,1,1,1,0
83098,0,0.4489622731076524,0.6779242593898727,0,1,1,1,0
157706,0,0.5226973172821112,0.6309892535954758,1,0,1,1,0
21583,1,0.4525335592581747,0.1216486852295449,0,1,1,0,0
148314,0,0.646329897706246,0.4102984058261148,1,0,1,1,0
33274,1,0.5108529061799658,0.3255167680511772,1,0,1,1,0
59948,0,0.0677939106412593,0.4166036849810502,0,1,1,1,1
188829,0,0.5638350489514956,0.6612209825899087,0,1,1,1,0
164964,0,0.8106180215523969,0.6037282814410424,0,1,1,0,0
125674,0,0.4740512892789932,0.4618625023138497,1,0,1,1,0
42950,1,0.4241303111942548,0.6333537185870866,1,0,1,0,0
164825,0,0.5849900404894085,0.5896999490556868,1,0,1,1,0
151626,0,0.4596904504249018,0.1794860863814358,1,0,1,0,0
41997,0,0.5937175866150576,0.4021283440199701,1,0,1,1,0
108279,1,0.2636468134452008,0.4330165528968017,1,0,1,1,0
89823,1,0.0005272652387098,0.2961800318057748,1,0,1,0,1
159909,0,0.2458512138252296,0.1334381578061043,1,0,1,1,0
43099,1,0.5108529061799658,0.3397088314852228,1,0,1,1,0
5504,0,0.6528965519806539,0.6074001758107007,1,0,0,1,0
39425,1,0.4920600938649263,0.2988719943690027,1,0,1,1,0
164214,1,0.7764098512142026,0.4055134736114663,1,0,1,1,0
35386,0,0.6127042441012546,0.405123429879472,0,1,1,1,0
11181,0,0.6041125998015721,0.258694789198233,1,0,1,1,0
79754,1,0.7490217048463391,0.7072214108273107,1,0,1,0,0
173040,0,0.4848514754962666,0.480063756582247,0,1,1,1,0
6406,0,0.5797274227921155,0.6154165813689515,0,1,1,0,0
166325,0,0.7281412993111438,0.701973617903529,0,1,1,1,0
123763,0,0.501075160239048,0.674414519268361,1,0,1,0,0
28893,1,0.6109913280868294,0.5629992724657039,0,1,1,0,0
134484,1,0.6041125998015721,0.5956967940571597,1,0,0,1,0
97640,0,0.7992967832109371,0.5151569397261223,0,0,1,1,0
184247,0,0.5298898341969072,0.4934966445487669,1,0,1,0,0
25526,0,0.6109913280868294,0.6351494748172477,1,0,1,1,0
119572,0,0.3706496323299817,0.5435010500470568,1,0,1,1,0
98485,0,0.6674577419214722,0.5915769188969997,1,0,1,1,0
26387,1,0.5884877883422673,0.5423180447647259,0,1,1,1,0
184940,0,0.6658549219640212,0.6468734255210871,1,0,1,1,0
109877,0,0.5937175866150576,0.3841264587625929,0,1,1,0,0
16832,0,0.5108529061799658,0.4814994249493935,1,0,1,0,0
129349,0,0.7675231046555077,0.7525295415436674,1,0,0,0,0
151716,1,0.5531646987710016,0.3133713898530914,0,1,1,0,0
94442,0,0.6528965519806539,0.2653117484731741,0,0,1,1,1
69563,0,0.6769925032909132,0.5818951185806743,0,1,1,1,0
178202,1,0.7136313997323308,0.4756061099982922,1,0,1,1,1
180298,1,0.2650494299443805,0.1940953638283668,0,1,0,1,0
13235,0,0.5531646987710016,0.7606875655535992,1,0,1,0,0
106945,0,0.1253078784282391,0.3590766349557833,1,0,1,1,1
13372,0,0.3825018041447388,0.4785247370706762,1,0,0,1,0
178848,0,0.5108529061799658,0.5091633744429552,0,1,1,0,0
194618,0,0.475849908720221,0.6129293040126128,1,0,1,1,0
82293,0,0.8061492814355136,0.5236776858688126,1,0,1,1,0
48754,0,0.4382813743111921,0.5628378626456231,1,0,1,1,0
73593,0,0.7826078370261895,0.5656713289060245,1,0,1,1,0
584,0,0.237916079507114,0.7687604167915286,0,1,1,1,0
148346,0,0.8633633824101478,0.5404340248633271,1,0,1,0,0
12276,1,0.5937175866150576,0.2428318573113452,0,0,1,1,1
119109,0,0.5388627065779676,0.6498647216489171,0,1,1,1,0
80411,0,0.5352762504724826,0.7284735036400205,1,0,1,1,0
89108,1,0.4118485559242397,0.719710319715489,1,0,1,1,0
84312,0,0.7001838506835805,0.0905124288692991,0,1,1,1,1
9056,0,0.7623356180684377,0.2975996751649389,1,0,1,1,0
161773,1,0.4956658291397297,0.5678513137798608,1,0,1,0,0
189084,1,0.5478104658520093,0.382193492154762,0,0,1,0,0
115190,1,0.5495965024956946,0.5965707509076159,1,0,1,1,0
16083,0,0.5108529061799658,0.2688560296695552,1,0,0,1,0
173983,1,0.3092753558842053,0.5802715664723042,1,0,1,0,0
111849,1,0.520897599048938,0.7815222724106163,0,1,1,0,0
144858,0,0.2225807646753351,0.6541416199701984,1,0,1,0,0
63660,1,0.5673792367572691,0.7107900882540976,1,0,1,1,0
16370,0,0.3139166772114369,0.4055556476548643,1,0,1,1,0
76376,0,0.8327850252992314,0.4019864016417071,1,0,1,1,0
178952,0,0.5108529061799658,0.5632306032670022,1,0,0,0,0
154907,1,0.3474182272002641,0.5239395018614971,1,0,1,1,0
39756,0,0.5656079814115492,0.3581762940108654,1,0,1,1,0
50783,0,0.2055981385493208,0.6452182710928985,1,0,1,1,0
172755,0,0.5406544504453575,0.3407838597646662,1,0,1,1,0
149073,0,0.6446794549585961,0.2980158100562503,1,0,1,0,0
173900,1,0.5028782772082183,0.6285623231898969,1,0,1,1,0
64422,0,0.7490217048463391,0.7204992611193454,1,0,1,1,0
96396,0,0.6479768603302221,0.7372915895906211,0,1,1,0,0
7957,1,0.6528965519806539,0.2186296898780736,1,0,1,0,0
164648,1,0.6246146584503397,0.187255712212376,1,0,1,1,0
78065,0,0.7062051096536562,0.5872056305053898,1,0,1,1,0
60589,1,0.3077366963789207,0.2716246468899063,1,0,1,1,1
46106,1,0.6722428897082422,0.7757481967612638,1,0,1,0,0
41273,1,0.2301588968634147,0.5060862377060724,1,0,1,0,0
40383,0,0.3328505641648731,0.4886709483047579,1,0,1,1,1
117177,1,0.622922000268356,0.5519839402683719,0,1,1,1,0
61541,1,0.6263042766749393,0.4938191394832742,1,0,1,1,0
183801,1,0.6127042441012546,0.6277808520529791,1,0,1,1,0
107375,0,0.5797274227921155,0.6110339792327149,1,0,1,1,0
107339,1,0.6313545365850379,0.7326787372668013,1,0,1,0,0
31846,1,0.6817058776720116,0.2518111155167512,1,0,1,0,1
146406,0,0.2750003523983893,0.4625908852351879,0,1,1,0,1
115567,0,0.5478104658520093,0.1746461849947148,1,0,1,1,0
166038,1,0.3062022983135042,0.7626089623519322,0,1,1,0,0
81151,1,0.4525335592581747,0.1688575690152824,1,0,1,1,0
105093,0,0.5136937663039473,0.1860473167477144,1,0,1,0,0
42307,0,0.7407990879702335,0.5938679524778434,1,0,0,0,0
127023,1,0.363945238612397,0.5120485885100617,1,0,1,0,0
21441,1,0.3457848024695955,0.4477331894175948,0,1,1,0,0
102811,0,0.5478104658520093,0.2811802507965152,1,0,1,1,0
15517,0,0.633031641417419,0.6879571937663106,0,1,1,0,0
53904,1,0.5762088360175724,0.6015498911133448,1,0,1,0,0
150773,1,0.3328505641648731,0.069557301155519,1,0,1,1,0
38821,0,0.3996756156233169,0.6904631371941921,1,0,0,1,0
188418,1,0.3606125659189888,0.6020005643466794,0,1,0,1,0
171476,1,0.7062051096536562,0.6255963585876025,1,0,1,1,0
47601,1,0.6577838002083306,0.411372892901392,1,0,1,1,0
51932,0,0.5370699579791587,0.7808120235282003,0,1,1,1,0
29188,0,0.3201633668633456,0.7611768628243879,1,0,1,1,0
157841,0,0.5108529061799658,0.1072444742709135,1,0,0,0,0
145736,0,0.3791004853998145,0.5862511967487471,0,1,1,1,0
25368,0,0.6706517530862718,0.6760449667598325,0,1,0,1,0
181276,1,0.2822484337007223,0.5758286421202005,0,1,1,0,0
88514,1,0.6127042441012546,0.5971863648451494,1,0,1,1,0
133249,0,0.6212263380626669,0.4814448310609917,1,0,0,1,0
137377,0,0.4311917977993083,0.4922832397374174,0,1,1,0,0
1356,1,0.807273923277881,0.6203420635517257,0,1,0,0,0
45312,0,0.5108529061799658,0.589774020282627,0,1,1,0,0
12685,1,0.5673792367572691,0.6748273277461122,1,0,1,1,0
126860,0,0.2044226253763287,0.317768525741998,0,1,1,0,0
129437,0,0.4578995512067301,0.2577983757849698,1,0,0,1,1
39839,0,0.4118485559242397,0.6859162162592934,1,0,1,1,0
189161,0,0.3606125659189888,0.5673253477851441,1,0,1,0,0
85696,0,0.0600353828621645,0.4205791737251993,0,0,1,1,0
125421,1,0.5108529061799658,0.4414210000235261,1,0,1,1,0
21164,1,0.0982185952628723,0.6786304977245929,1,0,1,0,0
180771,0,0.158554899794863,0.2931712615301005,1,0,1,1,0
48616,0,0.3927738606031339,0.7615185650528349,0,1,1,1,0
181095,0,0.5352762504724826,0.4809862600160165,1,0,1,1,0
94758,0,0.6279908192952864,0.6841846880960157,1,0,1,1,1
142603,0,0.5884877883422673,0.4575554324172441,1,0,1,1,0
30025,0,0.3572932680336494,0.7085824432084993,0,0,1,1,0
110536,1,0.3572932680336494,0.4004313745861802,0,0,0,1,0
17522,0,0.7490217048463391,0.3610013498429678,1,0,1,0,0
70053,1,0.4740512892789932,0.7815334735585863,0,1,1,1,0
92498,0,0.4794489811780563,0.2402559215333304,1,0,1,1,0
114087,0,0.4794489811780563,0.6143498554126762,1,0,1,0,1
181709,1,0.6058362647264226,0.6420684314862475,1,0,1,0,0
11980,0,0.6769925032909132,0.7445239951777817,0,1,1,1,0
64052,0,0.5370699579791587,0.6885624448529188,0,0,1,1,0
127565,0,0.4992720153045617,0.6687571551230549,0,1,1,1,0
67503,0,0.6092756673894402,0.216222344395322,1,0,1,1,0
77901,0,0.511891801533151,0.6388205085774411,1,0,1,0,0
3764,1,0.5108529061799658,0.3566946743841225,1,0,1,1,0
55959,1,0.3170317785834444,0.6344955215455376,1,0,1,0,0
8757,0,0.3233112448967859,0.4325709984049261,1,0,1,1,1
17859,0,0.4740512892789932,0.7599623051184294,1,0,1,1,0
166532,0,0.3360615207658242,0.6853176047097328,1,0,0,1,0
69163,0,0.5108529061799658,0.3182949771741501,1,0,1,1,0
133473,1,0.2512394458905693,0.5577629956553211,0,1,1,0,0
86975,0,0.5108529061799658,0.6538694664136058,1,0,1,1,0
81036,1,0.5100895276257282,0.323077744610965,1,0,1,1,0
191923,1,0.1819591097862785,0.6424301888382754,1,0,1,1,0
186942,0,0.4632753280912678,0.5783850026794003,0,1,1,1,0
91446,0,0.4188542886233217,0.6436097941155224,1,0,1,1,0
142461,0,0.5082869913916046,0.4733541677363916,1,0,1,1,0
91612,0,0.475849908720221,0.6062471402898594,1,0,1,1,0
124254,1,0.5937175866150576,0.7495529495169082,0,1,1,1,0
38536,0,0.511891801533151,0.6919893267142924,1,0,1,1,1
95931,1,0.6058362647264226,0.5142010578674685,1,0,1,0,1
53975,0,0.2955826421513093,0.5309431864970492,1,0,1,1,0
9825,0,0.3539876078507373,0.7808120235282003,0,0,1,0,0
89651,1,0.6006575372857061,0.8020958569833916,1,0,1,1,0
129145,1,0.6832688314232291,0.5507235912662397,1,0,1,0,0
137569,0,0.7503751495159068,0.677432275275692,0,1,1,0,1
102188,0,0.1376544619182607,0.5574069664571539,1,0,1,1,1
102138,0,0.4776491548517548,0.7763410856768019,1,0,0,1,0
177405,1,0.5814837058057234,0.255483030381707,0,0,1,0,0
118723,0,0.190705947811054,0.5696749007733088,1,0,1,0,0
173747,1,0.5709165417729987,0.5555665502321508,1,0,0,0,0
18815,0,0.5108529061799658,0.574973831023235,1,0,1,1,0
104918,0,0.5867400085415683,0.6336431175683962,0,1,1,1,0
70740,0,0.7407990879702335,0.6760689121948545,1,0,1,1,0
164029,0,0.3539876078507373,0.6933765221573932,0,1,1,1,0
152068,0,0.7407990879702335,0.7532821608791272,0,1,1,0,1
155690,1,0.4241303111942548,0.646573657452256,0,1,1,0,0
99886,0,0.2067786544915716,0.6637635186770858,1,0,1,1,0
287,1,0.5108529061799658,0.7957270944903794,1,0,0,1,0
147052,1,0.6986675550534175,0.6682968016231883,1,0,1,0,0
122576,0,0.7435593141311444,0.7844095429515531,0,1,1,0,0
83750,1,0.7517237147741489,0.5520650559170411,1,0,1,1,0
134667,0,0.4956658291397297,0.06970746740392,0,0,1,1,0
160841,0,0.5108529061799658,0.025550710829527,0,1,1,1,0
57902,1,0.3807996826489149,0.5729525668660854,1,0,1,1,0
49430,0,0.4329616670974407,0.5040855636119645,0,1,1,1,0
129234,0,0.7530673920730478,0.6187184095857123,0,1,1,1,0
114694,0,0.8277026681625442,0.7264314507380799,1,0,1,1,0
18016,0,0.7688075728291359,0.4820617674721607,0,1,1,0,0
19902,1,0.4329616670974407,0.6817842055354274,0,1,1,0,0
170153,0,0.7366226976503176,0.7784111723922165,1,0,1,1,0
102154,0,0.4170996682522097,0.5890966464741821,0,0,1,0,0
44412,0,0.6848276586890367,0.5651716117700561,0,1,1,1,0
5688,0,0.8245949709919925,0.6974986385431767,0,1,1,0,0
56820,1,0.5226973172821112,0.7025497272549595,0,1,0,0,0
128322,0,0.4632753280912678,0.4196202615447459,1,0,1,0,0
140015,0,0.5108529061799658,0.6176241664844822,0,1,1,1,0
85015,1,0.7713615919194317,0.6620043013595198,1,0,1,1,0
45047,0,0.7194907850918436,0.5728937101725355,0,1,1,0,0
25220,1,0.7380196196295241,0.7153358020141429,1,0,1,0,0
142085,0,0.7981372313187245,0.7752837492173441,0,1,0,0,0
56174,1,0.5762088360175724,0.66230759897735,1,0,1,0,0
130552,1,0.1221797440301585,0.2422934931935176,1,0,0,1,0
116981,1,0.2079641743053816,0.5273473108798393,1,0,1,1,0
13253,0,0.7981372313187245,0.1957631714990756,1,0,1,1,0
41795,0,0.2608559142068693,0.4404345227582326,1,0,0,1,1
150986,1,0.501075160239048,0.6084634547395561,0,1,1,0,0
97229,1,0.4543210601605785,0.3073757111490421,0,1,1,1,0
48537,0,0.5108529061799658,0.7067321599285914,1,0,1,0,0
164192,1,0.5352762504724826,0.5184060669039587,1,0,1,1,0
174256,0,0.5082869913916046,0.4957870067392618,0,1,1,0,0
118637,0,0.5334816299804352,0.3393361473448643,1,0,1,0,0
120068,0,0.6848276586890367,0.5845846922657391,1,0,1,0,0
127599,0,0.5064842396679806,0.5013959382838299,1,0,1,1,0
192335,0,0.6512602186973006,0.6038747572165359,1,0,0,1,0
24622,0,0.7267112092725122,0.4244901981029747,0,1,1,0,0
121019,0,0.6738300778602003,0.6290268012743367,1,0,1,0,0
168992,0,0.7062051096536562,0.6924179600078979,0,1,1,1,0
48142,0,0.6127042441012546,0.7452055366519335,1,0,1,1,0
52863,1,0.5937175866150576,0.150131899189004,1,0,1,0,0
46055,0,0.5108529061799658,0.4577399732405663,1,0,1,1,0
154806,0,0.5495965024956946,0.483334028157909,0,1,1,1,0
118198,1,0.5108529061799658,0.2433146636237752,1,0,1,1,1
143796,0,0.5046813193144684,0.4689080820784486,1,0,1,1,0
5604,0,0.1206410299309233,0.4250031316269796,0,1,1,1,0
105889,0,0.8050196619153701,0.2913393952708329,1,0,1,1,0
175348,0,0.5108529061799658,0.4952458276480614,1,0,1,1,1
168016,0,0.3312508645909018,0.6076817315726109,0,1,1,1,0
42801,1,0.7958031328748403,0.7601896087464775,1,0,0,1,0
167428,1,0.1674084472266241,0.2919854323232722,1,0,1,0,0
106146,0,0.5316861425197883,0.2240034485923295,1,0,1,0,1
100112,1,0.6512602186973006,0.0963545962962474,1,0,1,1,0
150061,0,0.3328505641648731,0.5026150357842313,1,0,0,1,0
55038,0,0.5937175866150576,0.2841643525025325,1,0,1,1,0
173694,0,0.4507472818545589,0.7289447159146965,0,1,1,0,0
177017,0,0.5108529061799658,0.5859010749186679,1,0,1,1,0
190772,1,0.7421816117614419,0.427350776221897,1,0,1,0,0
87081,0,0.6528965519806539,0.5179965930932007,1,0,1,0,0
76058,1,0.6785676886853644,0.5473342345820715,0,1,1,0,1
152935,1,0.7338145369642702,0.13644765383483,1,0,1,0,0
1708,1,0.5531646987710016,0.7074930101051108,1,0,1,1,0
32753,1,0.445396241560834,0.596544435827334,1,0,1,0,0
43952,1,0.4188542886233217,0.6727268805404691,1,0,1,1,0
186089,0,0.2985949897873972,0.6258012139337104,1,0,1,1,0
46148,0,0.5919766183185521,0.4883157883021953,1,0,1,0,0
145877,0,0.2512394458905693,0.6180423914177402,0,1,1,0,0
69953,0,0.7106743858828587,0.6107792812482001,1,0,1,1,0
2025,1,0.4543210601605785,0.7658712736016823,0,1,1,0,0
68278,1,0.7062051096536562,0.6391484001851713,1,0,1,1,0
127908,0,0.158554899794863,0.6545521333764439,0,1,1,0,0
41813,0,0.0005272652387098,0.2680915739308804,1,0,1,1,0
157198,1,0.6690566947824041,0.5345412926434252,1,0,1,1,0
17514,1,0.3927738606031339,0.7474906992204654,1,0,1,1,0
23674,0,0.5316861425197883,0.4883431078881396,1,0,1,0,0
50097,0,0.7946285827840042,0.6694543386664703,1,0,1,1,0
190310,0,0.3723336657058204,0.4658270091697039,0,1,1,0,0
168718,1,0.7076993447402619,0.7121502489044207,0,1,1,1,0
91045,0,0.1385128770585923,0.6873466011654853,1,0,1,0,0
114933,0,0.5549467685334323,0.7355130224202631,1,0,1,1,0
136033,0,0.2851799046358216,0.5948960115617812,1,0,1,1,0
140723,0,0.6528965519806539,0.266425739746496,1,0,1,1,0
55829,0,0.6127042441012546,0.1423895468314337,1,0,1,1,0
131536,1,0.5262949398096192,0.3772182052230685,1,0,1,0,0
8809,0,0.5352762504724826,0.6959599921682502,1,0,1,1,0
41773,0,0.7662336700704004,0.4646518675412491,1,0,1,1,0
24253,0,0.25533177083329,0.6751679302738727,0,1,1,1,0
88078,0,0.6006575372857061,0.0190746301473337,1,0,1,1,0
90064,0,0.5884877883422673,0.6513410808161394,1,0,1,1,0
176943,0,0.746300213050371,0.7305662343216087,0,1,1,0,0
11979,0,0.7062051096536562,0.7036817783695322,0,1,1,1,0
111909,1,0.470456116119975,0.6518772210213397,0,1,1,1,0
182209,0,0.2418614865234661,0.3084755043076511,1,0,1,1,0
11820,0,0.4365064990977374,0.0075387088023618,1,0,1,1,0
105364,0,0.4848514754962666,0.1792671996655886,1,0,1,1,1
73942,0,0.4507472818545589,0.6082967336657287,0,1,1,0,0
119295,0,0.5549467685334323,0.696288421494616,1,0,1,1,0
90247,0,0.5154953751603267,0.2622583692422573,0,1,1,0,1
76708,0,0.5620604831738043,0.3871469059016404,0,1,1,1,1
132916,1,0.6212263380626669,0.4466411975316626,0,1,1,1,0
80105,0,0.4048783643353997,0.7137211058383973,1,0,1,1,0
189685,1,0.5108529061799658,0.122847722882766,1,0,1,1,0
33625,1,0.4083588531230431,0.7147833193436623,1,0,1,0,0
70209,0,0.5108529061799658,0.6722452502587152,0,1,1,0,0
26611,0,0.722392890081304,0.6836410547104761,1,0,1,1,0
156412,1,0.646329897706246,0.4846665840056391,1,0,0,1,0
76915,0,0.3490552510751822,0.40607766659522,0,1,0,0,0
182103,0,0.7407990879702335,0.5725191192841944,0,1,1,0,0
129151,0,0.5709165417729987,0.4555696525118093,0,1,0,0,0
96912,0,0.3170317785834444,0.588164706186741,1,0,1,1,0
107093,0,0.7062051096536562,0.6991938632005016,0,1,1,0,0
1639,1,0.0005272652387098,0.5834584388491859,1,0,1,1,0
54434,0,0.2314393514998941,0.2588793497981244,1,0,1,1,0
21745,0,0.6479768603302221,0.6384722974148139,0,1,1,1,0
29516,0,0.5108529061799658,0.1202814597472667,1,0,1,1,0
182567,1,0.7001838506835805,0.3238146737822662,0,1,1,1,0
56293,0,0.520897599048938,0.6295420416749261,0,1,1,0,0
100052,0,0.6512602186973006,0.7226212842417244,0,1,1,0,0
47260,1,0.722392890081304,0.6419578622146448,1,0,1,1,0
149902,0,0.2431864804420123,0.340685615463188,1,0,1,1,0
18506,0,0.520897599048938,0.6867353578320925,1,0,1,1,0
167109,1,0.5867400085415683,0.6554761805500368,1,0,0,1,0
173954,1,0.511891801533151,0.6876190998860202,1,0,1,0,0
105151,1,0.5709165417729987,0.0580681241883622,0,1,1,0,0
25315,0,0.6610235391308081,0.6868059190736177,1,0,0,1,0
102855,0,0.4241303111942548,0.6017542875610146,1,0,1,1,0
64663,0,0.7281412993111438,0.6497701762842617,1,0,1,0,0
177016,1,0.1411151004466126,0.1278116965047334,1,0,1,1,1
128069,0,0.5108529061799658,0.4761024372832205,1,0,1,1,0
180791,0,0.5154953751603267,0.7369737966520071,0,1,1,0,0
1190,1,0.3996756156233169,0.6911544066350059,0,1,0,1,0
130116,0,0.1261005588362325,0.3007587165928464,1,0,1,1,1
12830,0,0.0334404021396664,0.0499511279291439,1,0,1,0,1
101042,1,0.7352209993926424,0.6220195840129312,1,0,1,1,0
3263,1,0.5513812618027899,0.6060748656243555,1,0,1,1,0
184324,0,0.100151820337239,0.6638806391695649,1,0,1,1,0
2260,0,0.3139166772114369,0.7398502744954485,1,0,1,1,0
145268,1,0.6956219298394389,0.7147342776768095,0,1,1,1,0
185411,1,0.5567274263630174,0.7415847786866391,0,1,1,0,1
5752,1,0.5726825047161584,0.6421689358914001,1,0,1,0,0
174780,0,0.3672910183026313,0.2677441600009386,1,0,1,1,0
164363,0,0.2458512138252296,0.3491839585076537,0,0,1,1,0
101448,0,0.7992967832109371,0.6894808189843692,0,1,1,0,0
194285,1,0.6785676886853644,0.4528916423825785,0,1,0,1,0
121985,1,0.5172965813614878,0.4466195790923816,1,0,1,0,0
54003,0,0.3344541255096772,0.7501436128312723,1,0,1,1,0
118025,0,0.6109913280868294,0.6053071404015828,1,0,0,1,0
144031,1,0.2793353208976285,0.2613201904890845,1,0,1,1,1
48982,0,0.2301588968634147,0.4067001482616269,1,0,1,1,0
105521,0,0.5762088360175724,0.7300838696339348,0,1,0,1,0
1481,0,0.622922000268356,0.5915082315210752,1,0,1,1,0
189190,1,0.746300213050371,0.5242231210012448,1,0,1,1,0
146101,0,0.6109913280868294,0.6790357387735767,1,0,1,1,0
68007,1,0.5797274227921155,0.6746353575296611,1,0,1,0,0
141188,1,0.6023863442690867,0.0972033001488025,1,0,1,1,0
110217,1,0.5108529061799658,0.150797161275639,1,0,1,1,0
110014,1,0.2340151665320674,0.6955711697481629,0,1,1,1,0
99051,1,0.4382813743111921,0.5347861205432357,1,0,1,1,0
101182,1,0.1229554179088549,0.4605311804986957,0,1,1,0,0
14430,1,0.6940926425266661,0.7451889279329603,1,0,1,0,0
60763,0,0.5108529061799658,0.6679185864076918,0,1,1,0,0
8201,1,0.5046813193144684,0.4680205231467527,0,1,1,0,0
156655,1,0.3706496323299817,0.6845861806067952,1,0,1,0,0
34104,1,0.3474182272002641,0.1147556300627385,1,0,1,0,1
124122,1,0.5108529061799658,0.4063150181889073,1,0,1,1,0
87630,0,0.6769925032909132,0.673342836493219,0,1,1,1,0
86879,0,0.5726825047161584,0.6200793678864395,1,0,1,0,1
111085,1,0.3910549766342248,0.7734651157659522,0,0,1,0,0
31543,0,0.7394117535524816,0.5508588533337789,1,0,1,1,0
14456,0,0.6006575372857061,0.088477585610428,1,0,1,0,0
107315,0,0.5108529061799658,0.1023423436045587,1,0,1,1,0
171997,1,0.5108529061799658,0.6321799078267076,0,0,1,0,0
35817,1,0.3392876999089139,0.4829736226524749,1,0,1,1,0
110965,0,0.3876253444214701,0.2907843870038422,0,1,1,1,0
127849,0,0.2851799046358216,0.6811053895395542,1,0,0,0,0
29730,0,0.0612681138492898,0.6465286822908516,1,0,1,1,0
